text
ApakA dala hamase behatara hai |
narka eka aisI jagaha jo badabUdAra hai aura kisI ko koI pasaMda nahIM haiM |
bAgha ne use chATA|
bAgha ne yuvaka kI gardana paka.DI aura khIMchakara mAra DAlA|
mujhe eka jarUrI kaॉla karanI hai |
mujhe svachCha havA meM sA.Nsa lenA pasaMda hai|
tuma abhI taka kyoM nahIM soe ?
hamArA kyA?
phrAMsa pashchima yUropa kA eka desha hai|
billI chUheM mAratI haiM|
maiM hU.N jo hU.N|
battI mIjha jAtI hai vaise hI iMsAna bhI mara jAtA haiai |
pradhAnamaMtrI ne kala istIfA diyA|
meksiko meM spainisha bolI jAtI hai kyA?
nAshI bhAShA chIna meM bolI jAtI hai I
kATAlAna AnDorrA meM bolI jAtI hai I
siMgApUra meM aMgrejI bolI jAtI hai I
frAMsa meM phreMcha bolI jAtI hai|
meksiko meM spainisha bolI jAtI hai|
amerikA meM aMgrejI bolI jAtI hai|
Dacha dakShiNa AphrikA aura kairIbiyana kShetra meM bolI jAtI hai |
vaha suMdara likhatA hai|
terA dushmana kauna hai ?
yaha rAstA bahuta patalA hai|
yaha kitAba bahuta patalI hai|
vaha sAdhA AdamI hai|
ghAyalo kI saMkhyA kama hai para piChale savA sau varShoM meM jvAlAmukhI visphoTo ke kAraNa bahuta loga mare hai |
mujhe lagatA hai ki vaha eka burA AdamI hai |
mujhe pITha kI takalIpha hai I
hama saba Taॉma ke lie duHkhI the|
ye ajIba hai nahIM?
mujhe ghara meM tho.DA kAma karanA hai I
vo majedAra thA I
maja़e karo|
maiMne pahalA pRRiShTha paDha़A liyA I
kanADA eka ba.DA desha hai |
jaMgala kyA hotA hai I
vaij~nAnika nae prayoga para kAma kara rahe hai I
maiM eka jAnavara hU.N I
saba Taॉma ke lie duHkhI the I
kha़Alida ke pAsa taraha-taraha ke kalama hai|
patA nahIM kaise para usane kara diyA|
patA nahIM kaise para Taॉma ne kara diyA|
patA nahIM kaise para tumane kara diyA|
tuma kahA.N gae the?
mujhe nahIM patA ki Taॉma ko kyA patA hai|
mujhe nahIM patA ki use kyA patA hai|
mujhe nahIM patA ki unheM kyA patA hai|
mujhe ye kala taka khatama karanA hai |
agara Taॉma hamArI madada nahIM karegA to hama ye samaya para kabhI nahIM kara pAyeMge|
mujhe Taॉma ko DhU.NDhane meM samaya laga gayA|
Taॉma ko DhU.NDhane meM samaya nahIM laganA chAhie|
AsTreliyA meM aMgrejI bolI jAtI hai|
phreMcha phrAMsa meM aaura iTalI ke kuCha hisso meM bolI jAtI hai|
phreMcha iTalI ke kuCha hisso meM aaura phrAMsa meM bolI jAtI hai|
Taॉma merA rishtedAra hai|
Taॉma merA la.DakA hai|
kyA mairI tumhArI beTI hai?
yaha merA pati hai|
tuma mujhe khUna do maiM tumheM Aja़AdI dUMgA|
islAmAbAda pAkistAna kI rAjadhAnI hai|
vaha kisI yunAnI devI kI taraha dikhatI hai|
mairI merI mA.N hai|
mere pAsa sabUta hai|
jo kara sakatA hai vaha karatA hai| jo nahIM kara sakatA vaha sikhAtA hai|
galatI tumhArI nahIM hai|
maiMne Taॉma ko sigareTa pIte hue dekhA|
tuma yaha bhAShA kyoM sIkhanA chAhate ho?
tuma yaha bhAShA kyoM sIkhanA chAhatI ho?
yaha rakho|
yaha rakha|
yaha rakheM|
yaha rakhie|
vaka़ta ho gayA hai|
samaya ho gayA hai|
ve kha.De hue|
ve kha.De raheM|
mujhe lagI|
pAsa rahanA|
pAsa rahie|
DarAvanA hai|
yaha dekha|
yaha dekho|
yaha dekhie|
Taॉma ne banAyA|
Taॉma baharA hai|
aMdara rahanA|
aMdara rahie|
doSha merA hai|
maiM Cho.Da rahA hU.N|
maiM Cho.Da rahI hU.N|
hama Dare hue haiM|
yaha vishAla hai|
somavAra ThIka hai?
ve nIle haiM|
golAkAra thA|
bhe.DiyA hai?
bhe.DiyA hai kyA?
Taॉma ko kisane bhejA?
Taॉma akelA hai|
Taॉmane mairI ko mArA|
Taॉma hamArI madada karatA hai|
Taॉma ne matadAna kiyA?
kyA tuma surakShita ho?
kyA Apa surakShita haiM?
tuma raha sakate ho|
Apa raha sakate haiM|
hameM Taॉma chAhie thA|
hama sharamiMdA haiM|
tuma kitane haॉTa ho|
Apa kitane haॉTa haiM|
tuma jA sakate ho|
Apa jA sakate haiM|
tuma lauTe|
tuma lauTa Aye|
Apa lauTa Aye|
ho jAegA|
Taॉma ne kharIda liyA|
mujhe naukarI do|
mujhe eka baMdUka do|
mujhe eka baMdUka dIjie|
mujhe naukarI dIjie|
hamane eka TaiksI lI|
Taॉma moTA nahIM hai|
Taॉma teja़ thA|
Taॉma Darapoka thA|
Taॉma utsuka thA|
Taॉma nirdayI thA|
Taॉma krUra thA|
Taॉma bahAdura thA|
Taॉma sAhasI thA|
Taॉma niDara thA|
Taॉma 13 sAla kA ho gayA|
Taॉma udAsa lagatA hai|
Taॉma bUDha़A lagatA hai|
Taॉma teja dau.DatA hai|
Taॉma ne chAvala banAyA|
Taॉma ne hameM Cho.Da diyA|
Taॉma ghara Cho.Da kara chalA gayA|
Taॉma merI umara kA hai|
mujhe kitanI dera huI hai?
Taॉma ko bulAte haiM|
Taॉma ko DhUMDhate haiM|
doSha kisakA hai?
vahA.N koI nahIM hai|
kisI ko patA nahIM chalegA|
tumhAre pAsa hai?
Apake pAsa hai?
Taॉma kI madada karate haiM|
chalo Taॉma kI madada karate haiM|
yaha vAlA bahuta purAnA hai|
Taॉma bahuta udAsa hai|
Taॉba bImAra nahIM hai|
Taॉma ghara para nahIM hai|
Taॉma kATegA nahIM|
Taॉma kamaja़ora nahIM hai|
Taॉma durbala nahIM hai|
Taॉma badasUrata nahIM hai|
Taॉma patalA nahIM hai|
Taॉma garIba nahIM hai|
Taॉma achChA nahIM hai|
Taॉma AlasI nahIM hai|
Taॉma jaisA kahe vaisA karo|
Taॉma jaisA kahe vaisA kIjie|
maiM kahA.N baiThUM?
yahA.N baiTha jAo|
yahA.N baiThie|
yahA.N baiTho|
yahA.N baiTha|
yahA.N baiTha jAie|
jelo kise chAhie?
vahA.N kuCha nahIM hai|
tuma kalAtmaka ho|
Apa kalAtmaka haiM|
DarAvanA hai nA?
merI umra tIsa se jyAdA hai|
maiM usa baiMDa meM hU.N|
maiM DyUTI para nahIM hU.N|
merA koTa kahA.N hai?
tuma kitane ajIba ho|
Apa kitane ajIba haiM|
Taॉma aMdara nahIM jA sakatA|
Taॉma nahIM kara sakatA|
yaha vAlA achChA hai|
vaha vAlA achChA hai|
Taॉma bImAra nahIM thA|
Taॉma ko pyAsa lagI thI|
Taॉma javAna nahIM hai|
Taॉma Darapoka nahIM hai|
Taॉma krUra nahIM hai|
Taॉma nirdayI nahIM hai|
kauna jItA batAo|
kauna jItA vaha batAIye|
mujhe eka kahAnI sunAo|
mujhe eka kahAnI sunAie|
Taॉma ko mujhe batAne do|
mujhe Taॉma ko batAne dIjie|
Ao mere pAsa baiTho|
Aiye mere pAsa baiThie|
kyA hama yahA.N baiTha sakate haiM?
mere liye eka DonaTa bachA kara rakhanA|
Taॉma se pUChate haiM|
Taॉma ko eka naukarI chAhie thI|
Taॉma bhAganA chAhatA hai|
Taॉma dau.DanA chAhatA hai|
hameM basa tuma chAhie|
hameM basa Apa chAhie|
vaha suMdara hai|
saba kuCha Cho.Da do|
saba kuCha Cho.Da dIjie|
shAMti hai|
tuma abhI ThIka ho jAoge|
abhI Apa ThIka ho jAoge|
tuma abhI ThIka ho jAogI|
maiM yahA.N aMdara hU.N Taॉma|
maiM yahA.N Taॉma ke liye AyA hU.N|
tuma bhAga sakate the|
Apa bhAga sakate the|
Taॉma utanA bhI burA nahIM hai|
Taॉma bistara para nahIM hai|
tumhAre liye nahIM hai|
Apake liye nahIM hai|
merA faisalA hai|
merA nirNaya hai|
burI Adata hai|
maiM utanA bhI thakA huA nahIM hU.N|
maiM utanI bhI thakI huI nahIM hU.N|
hamAre pAsa itanA hI hai|
sabhI shAMta hai|
vahI merA rAja़ hai|
vaha merA rAja़ hai|
mujhe usakA nAma batAo|
mujhe usakA nAma batAiye|
tuma yahA.N baiTha sakate ho|
Apa yahA.N baiTha sakate haiM|
kyA tuma Taॉma ko bachA sakate ho?
kyA Apa Taॉma ko bachA sakate haiM?
phira se shuruAta karate haiM|
koI bAta kara rahA hai|
kisI ne javAba diyA|
kuCha nahIM hogA|
tuma AkrAmaka ho|
Apa AkrAmaka haiM|
tuma AkarShaka ho|
Apa AkarShaka haiM|
maiM jAnatA thA tuma Cho.Da doge|
maiM jAnatI thI tuma Cho.Da doge|
maiM jAnatA thA Apa Cho.Da deMge|
maiM jAnatI thI Apa Cho.Da deMge|
Taॉma hama kahA.N hai?
hama asaphala nahIM hue haiM|
maiM yahA.N surakShita nahIM hU.N|
maiM basa eka dosta hU.N|
maiM kevala eka mitra hU.N|
maiM rahane vAlA hU.N|
maiM rahane vAlI hU.N|
maiM bilakula vahIM karU.NgA|
maiM bilakula vahIM karU.NgI|
tuma jA sakate the|
Apa jA sakate theM|
tuma mara sakate the|
Apa mara sakate theM|
yahA.N kyoM nahIM hai?
merA DrAivara kahA.N hai?
tumheM kyA milA hai?
Apako kyA milA hai?
Taॉma yahA.N upara nahIM hai|
Taॉma jA sakatA thA|
merI jeba meM hai|
taya huA hai|
mujhe Taॉma ke madada kI ja़rUrata hai|
ve sabhI eka jaise haiM|
vahI hai|
tumhArI madada kauna kara rahA hai?
ApakI madada kauna kara rahA hai?
hama tumhArI madada nahIM kara sakate|
hama ApakI madada nahIM kara sakate|
yaha vAlA mere liye hai|
Taॉma se hama bAta kareMge|
hama Taॉma se bAta kara leeMge|
maiM jAnatA thA tuma rahoge|
maiM jAnatI thA tuma rahoge|
Taॉma ko batAnA maiM bImAra hU.N|
Taॉma bImAra nahIM ho sakatA|
mujhe tumhArI yojanA batAo|
mujhe tumhArA plaina batAo|
tuma mujhe nahIM bachA sakate|
Apa mujhe nahIM bachA sakateM|
basa hA.N kaha dete haiM|
chalo ghara chalate haiM Taॉma|
ghara chalate haiM Taॉma|
chalo tumheM ghara pahu.NchAte haiM|
Taॉma ko hamArI madada chAhie|
yaha vAlA kise chAhie?
kauna la.DanA chAhatA hai?
tumheM kyoM chAhie?
Apako kyoM chAhie?
maiM yahA.N khusha nahIM hU.N|
ve saba khusha haiM|
ve kitane khusha lagate haiM|
mairI AkarShaka hai|
mairI AkarShaka haiM|
tumhAre pAsa eka ghaMTA hai|
Apake pAsa eka ghaMTA hai|
tuma aba shAdIshudA ho|
abhI tuma vivAhita ho|
abhI Apa shAdIshudA haiM|
Taॉma yahA.N kyoM nahIM hai?
hama saba Taॉma jaise haiM|
hama saba Taॉma kI taraha haiM|
hameM rukanA pa.DegA|
hameM ruke rahanA pa.DegA|
Taॉma kA nAka lAla thA|
Taॉma kA kuttA kha.DA huA|
maiM tumhArA koTa lAtA hU.N|
maiM tumhArA koTa lAtI hU.N|
maiM ApakA koTa lAtA hU.N|
maiM ApakA koTa lAtI hU.N|
abhI Taॉma ke sAtha kauna hai?
vaise Taॉma hai kahA.N?
fAIla meM kyA hai?
hama abhI taka mareM nahIM haiM|
hameM Taॉma ke madada kI ja़rUrata hai|
Taॉma mAMsa nahIM khAegA|
Taॉma doShI nahIM hai|
Taॉma abhI taka surakShita nahIM hai|
Taॉma vahA.N aMdara nahIM hai|
Taॉma kha.DA nahIM ho sakatA|
vaka़ta hamAre sAtha hai|
tumhAre Traka meM hai|
Apake Traka meM hai|
tumhAre hAthoM meM hai|
Apake hAthoM meM hai|
kyA yaha Taॉma kA kamarA hai?
kitanI dera huI hai?
Taॉma ko bachchoM se nafarata hai|
tumheM utanA hI milegA|
isa saba kA kyA matalaba hai?
utanA bhI ChoTA nahIM hai|
vahA.N abhI nahIM hai|
dUsarA vAlA hai|
hama madada karane Ae haiM|
vaha vAlA AsAna hai|
Taॉma kA cheharA lAla ho gayA|
tumheM Taॉma pasaMda nahIM AegA|
Apako Taॉma pasaMda nahIM AegA|
Taॉma kyoM nahIM bola sakatA?
ba.DI kaMpanI hai|
kyA maiM Taॉma se bAta kara sakatA hU.N?
kyA maiM Taॉma se bAta kara sakatI hU.N?
mujhe lagatA hai hama kho gaye haiM|
maiM Taॉma ko kyA batAU.N?
mujhe batAo meM kahA.N hU.N|
mujhe batAiye meM kahA.N hU.N|
Taॉma merI bagala meM baiTha gayA|
Taॉma merI bagala meM baiThA|
maiM jaise kahU.N vaise karo|
maiM jaise kahU.N vaise kIjie|
ve donoM baiTha gae|
basa baiTha jAo Taॉma|
sabhI baiTha gae|
basa baiTho aura ArAma karo|
basa baiThie aura ArAma kIjie|
kyA maiM Taॉma ke sAtha baiTha sakatA hU.N?
kyA maiM Taॉma ke sAtha baiTha sakatI hU.N?
hamane tumhArI jAna bachAI|
hamane ApakI jAna bachAI|
2:30 baje shurU karate haiM|
chalo abhI khatma kara dete haiM|
chalo yahIM khA lete haiM|
Aja rAta karate haiM|
ThIka se karate haiM|
Taॉma ke liye karate haiM|
Taॉma kitanA khusha laga rahA thA|
Taॉma kitanA khusha lagatA thA|
vaha kitanA suMdara hai|
vaha to bachchoM kA khela hai|
doSha tumhArA nahIM hai|
doSha ApakA nahIM hai|
Taॉma ke pAsa do vikalpa the|
tumane Taॉma ko harA diyA hai|
Apane Taॉma ko harA diyA hai|
tumane Taॉma ko harAyA hai|
Apane Taॉma ko harAyA hai|
tuma hamAre kaidI ho|
tuma saba eka jaise ho|
yaha sacha hai hai nA?
achChA hai hai nA?
ThaMDA hai hai nA?
maiM apanA ichChApatra likha rahA hU.N|
maiM apanA ichChApatra likha rahI hU.N|
maiM merA vaka़ta barabAda kara rahA hU.N|
mujhe Taॉma para kitanA garva hai|
maiM yahIM hU.N Taॉma|
maiM ghara nahIM A rahA hU.N|
maiM ghara nahIM A rahI hU.N|
maiM usI rAste jA rahA hU.N|
maiM usI rAste jA rahI hU.N|
maiM isa vaka़ta khusha hU.N|
maiM pUrI taraha se baharA hU.N|
maiM pUrI taraha se baharI hU.N|
maiM daravAja़e para naja़ra rakhatA hU.N|
maiM tumheM bAda meM batAtA hU.N|
maiM tumheM bAda meM batAtI hU.N|
maiM tumheM bAda meM batAUMgI|
maiM tumheM bAda meM batAUMgA|
maiM tumheM bAda meM DhUMDha lUMgA|
maiM tumheM bAda meM DhUMDha lUMgI|
maiM Apako bAda meM DhUMDha lUMgA|
maiM Apako bAda meM DhUMDha lUMgI|
aba kyA kiyA hai Taॉma ne?
jo hamArA hai vaha hamArA hai|
tumhAre hAtha meM kyA hai?
Apake hAtha meM kyA hai?
Traka meM kyA hai?
hama basa eka bAra mile haiM|
hama kevala eka bAra mile haiM|
Taॉma abhI komA meM hai|
Taॉma kahatA hai vaha mara rahA hai|
Taॉma ne kahA.N tumheM patA hogA|
Taॉma ne kahA.N tuma Aoge|
Taॉma ne kahA.N tuma AogI|
Taॉma jAnatA hai maiM sahI hU.N|
Taॉma to yahA.N hai bhI nahIM|
Taॉma mairI kI madada nahIM kara sakatA|
Taॉma ko ve nahIM mila raheM|
yaha tumhArA kAma nahIM hai|
yaha ApakA kAma nahIM hai|
kyA hAla hai Taॉma?
kaisA chala rahA hai Taॉma?
tuma DAkTara ho nA?
Apa DAkTara ho nA?
faisalA lene kA vaka़ta A gayA hai|
nirNaya lene kA samaya A gayA hai|
tumane dekhA nahIM?
Taॉma vaise kyoM hai?
Taॉma tumhArI taraha nahIM hai|
Taॉma ApakI taraha nahIM hai|
Taॉma tumhAre jaisA nahIM hai|
Taॉma Apake jaisA nahIM hai|
abhI nahIM ho sakatA|
Taॉma ne hameM kyA diyA hai?
tuma mujhe kyA doge?
Apa mujhe kyA doge?
hama hAra nahIM mAna raheM|
maiM Taॉma kA rAja़ jAnatA hU.N|
Taॉma ke hoMTha nIle haiM|
maja़A AyA hogA|
Taॉma ko baDha़AvA mata do|
hamane Taॉma se bAta kI hai|
hama bAta karane vAle haiM|
Taॉma yahA.N nahIM raha sakatA|
hama Taॉma ke sAtha raheMge|
hama jAnate haiM tuma bImAra ho|
hama jAnate haiM Apa bImAra haiM|
tuma mere sAtha rahoge|
tuma mere sAtha rahogI|
hama Taॉma ko kyA batAeM?
maiMne tumheM kyA batAyA?
maiM Taॉma ko kyA batA sakatI hU.N?
maiM Taॉma ko kyA batA sakatA hU.N?
hameM Taॉma ko batAnA chAhie|
Taॉma ko batAnA hama yahA.N haiM|
maiM kisI ko nahIM batA sakatA|
maiM kisI ko nahIM batA sakatI|
tuma vahA.N nahIM baiTha sakate|
tuma vahA.N nahIM baiTha sakatI|
kyA maiM vahA.N baiTha sakatA hU.N?
maiM utanA bevakUfa nahIM hU.N|
maiM Cho.DanA nahIM chAhatA|
maiM Cho.DanA nahIM chAhatI|
abhI tuma sainika ho|
abhI Apa sainika haiM|
kyA dekha rahe ho?
kyA dekha rahI ho?
Taॉma merA bhI dosta hai|
Taॉma ko Ashcharya nahIM huA thA|
ve mere niyama nahIM haiM|
ve mere daphtara meM haiM|
maiM abhI yahA.N kAma kara rahA hU.N|
maiM abhI yahA.N kAma kara rahI hU.N|
mujhe tuma saba para garva hai|
mujhe Apa saba para garva hai|
maiM tumhArA bhAI nahIM hU.N|
maiM ApakA bhAI nahIM hU.N|
maiM tumhArI taraha bilakula bhI nahIM hU.N|
maiM tumheM nahIM roka rahA|
maiM tumheM nahIM roka rahI|
maiM marane ke liye taiyAra nahIM hU.N|
maiM vAyu senA meM hU.N|
maiM jima jA rahA hU.N|
maiM jima jA rahI hU.N|
maiM mere kamare meM jA rahA hU.N|
maiM mere kamare meM jA rahI hU.N|
maiM abhI sone jA rahA hU.N|
maiM abhI sone jA rahI hU.N|
mujhe dera hone vAlI hai|
maiM Taॉma ko de rahI hU.N|
maiM Taॉma ko de rahA hU.N|
maiM ghara A rahA hU.N Taॉma|
maiM ghara A rahI hU.N Taॉma|
Taॉma vahA.N kyoM nahIM thA?
ve yahA.N kyoM nahIM haiM?
tuma vahA.N kyoM nahIM ho?
Apa vahA.N kyoM nahIM haiM?
TokarI meM kyA hai?
tuma kyA gina rahe ho?
tuma kyA gina rahI ho?
Apa kyA gina rahe haiM?
Taॉma ko lagatA hai maiM sahI hU.N|
Taॉma kahatA hai use bhUka lagI hai|
Taॉma jAnatA hai hama yahA.N haiM|
Taॉma utanA bhI pAgala nahIM hai|
yaha Taॉma kI pAThashAlA hai|
yaha Taॉma kI skUla hai|
Taॉma kI galatI nahIM thI|
vaha Taॉma kI TopI hai nA?
tumhArI bIvI kaisI hai Taॉma?
ऑDishana kaisA rahA?
maiM Taॉma ko kyA batAu.NgA?
maiM Taॉma ko kyA batAu.NgI?
usane tumheM kyA batAyA?
usane Apako kyA batAyA?
Apa hameM kyA batA sakate haiM?
tuma hameM kyA batA sakate ho?
Apa mujhe kyA batA sakate haiM?
tuma mujhe kyA batA sakate ho?
tuma mujhe kyA batA sakatI ho?
tuma hameM kyA batA sakatI ho?
Taॉma ne merI ko jhUTha bolane kahA.N|
hameM batAo Taॉma kahA.N hai|
hameM batAie Taॉma kahA.N hai|
unheM batAo hama kauna hai|
tumhArA patA batAo|
ApakA patA batAie|
yaha kisane kiyA mujhe batAo|
mujhe batAie yaha kisane kiyA|
yahA.N kauna baiThA thA?
tuma abhI baiTha sakate ho|
tuma abhI baiTha sakatI ho|
Apa abhI baiTha sakate haiM|
isase shuruAta karate haiM|
usase shuruAta karate haiM|
nayA khela khelate haiM|
Taॉma tumhArI madada kyoM nahIM karatA?
Taॉma ApakI madada kyoM nahIM karatA?
Taॉma kI A.NkheM Aja lAla haiM|
Taॉma ne TopI nahIM pahanI thI|
hama basa bAta karane vAle haiM|
Taॉma abhI hama se bAta nahIM kara sakatA|
Taॉma isa vaka़ta bAta nahIM kara sakatA|
Taॉma ne mairI ko kyoM nahIM batAyA?
tuma mujhe kyoM nahIM batA sake?
tuma mujhe kyoM nahIM batA sakI?
Apa mujhe kyoM nahIM batA sakeM?
maiM tuma se utanA pyAra nahIM karatA|
maiM tuma se utanA pyAra nahIM karatI|
maiM Apa se utanA pyAra nahIM karatA|
maiM Apa se utanA pyAra nahIM karatI|
savAla hama pUCha rahe haiM|
Taॉma tumhArI jAna khatare meM he|
Taॉma tumheM merI madada karanI hI hogI|
Taॉma ne hameM bAhara pheMka diyA hotA|
Taॉma mere sAtha vaisA nahIM karegA|
agara Taॉma mara gayA to hama kyA kareMge?
maiM sacha kaha rahA hU.N Taॉma|
maiM sacha kaha rahI hU.N Taॉma|
maiM Taॉma ke ghara raha rahA hU.N|
maiM Taॉma ke ghara raha rahI hU.N|
maiM yahA.N merI gA.DI meM baiThA hU.N|
maiM yahA.N merI gA.DI meM baiThI hU.N|
maiM vaha tuma para Cho.Da rahA hU.N|
maiM vaha tuma para Cho.Da rahI hU.N|
maiM Taॉma ke sAtha kAma karane vAlA hU.N|
maiM Taॉma ke sAtha kAma karane vAlI hU.N|
maiM agale hafte tIsa sAla kA ho jAU.NgA|
maiM agale hafte tIsa sAla kI ho jAU.NgI|
maiM tumheM bahuta sArI chIja़eM sikhAUMgA|
maiM tumheM bahuta sArI chIja़eM sikhAUMgI|
maiM Apako bahuta sArI chIja़eM sikhAUMgA|
maiM Apako bahuta sArI chIja़eM sikhAUMgI|
Taॉma merI ke bagala meM baiThanA chAhatA thA|
Taॉma aura mairI eka sAtha nIche baiTha gaeM|
unhoMne sabhI kaidIyoM ko Aja़Ada kara diyA hai|
maiMne vaha dastAveja pahale se hI paDha़ liyA hai|
Taॉma kisI ko use ChUne nahIM detA|
mujhe lagA thA Taॉma alaga hogA|
mujhe lagA thA Taॉma ko mairI pasaMda nahIM AegI|
maiM tuma se Taॉma ke bAre meM bAta karanA chAhatA hU.N|
maiM tuma se Taॉma ke bAre meM bAta karanA chAhatI hU.N|
maiM Apa se Taॉma ke bAre meM bAta karanA chAhatA hU.N|
maiM Apa se Taॉma ke bAre meM bAta karanA chAhatI hU.N|
mujhe akele rahane kI Adata pa.Da gayI hai|
tuma ne mujhe pahachAnA nahIM hai nA?
maiMne eka bhI savAla kA javAba nahIM diyA|
Taॉma aura mairI eka sAtha baiThe haiM|
hama baMgAlI nahIM haiM|
"iMDiyA ko hindI meM ""bhArata"" kahate hai|"
hindI filma hai|
kyA ija़rAila IrAna para hamalA karegA?
kyA IrAna ija़rAila para hamalA karegA?
teharAna IrAna meM hai|
maiM IrAna gayA|
maiM IrAna gayI|
IrAna meM kauna hai?
tuma IrAna ke ho|
Apa IrAna ke haiM|
IrAna duniyA kA aThArahavA.N sabase ba.DA desha hai|
phArasa kI khA.DI IrAna (parshiyA) aura arabI prAyadvIpa ke bIcha sthita hai|
teharAna IrAna kA sabase ba.DA shahara hai|
pAkistAna muslima desha hai|
kyA tuma bAMglAdesha meM ho?
kyA Apa bAMglAdesha meM haiM?
bAMglAdesha 1971 meM svataMtra huA|
bAMglAdesha eka eshiyAI desha hai|
hiMdU dharma bhArata kA mukhya dharma hai|
hama jApAnI bolate haiM|
maiM jApAnI hU.N|
jApAnI eshiyAI haiM|
tuma jApAnI dikhate ho|
tuma jApAnI dikhatI ho|
Apa jApAnI dikhate haiM|
vaha jApAnI hai|
jima ko jApAnI paDha़ne AtI hai|
isa desha meM koI jApAnI nahIM the|
jApAnI rAShTrIya shaktI abhI bhI vikasita ho rahI hai|
yaha merA jApAnI dosta nahIM hai|
yaha merA jApAnI dosta hai|
yaha merI jApAnI sahelI hai|
agara tuma ne merI aMgreja़I sIkhane meM madada kI to meM tumhArI jApAnI sIkhane meM madada karU.NgA|
agara tuma ne merI aMgreja़I sIkhane meM madada kI to meM tumhArI jApAnI sIkhane meM madada karU.NgI|
mAika aura usakI bahana ko frAMsIsI bolane AtI haiM magara unheM jApAnI nahIM AtI|
Apa chainala 1 para aMgreja़I suna sakate haiM aura chainala 7 para jApAnI|
amarikiyoM ko fuTabaॉla pasaMda hai vaise hI jaise jApAnIyoM ko besabaॉla|
"o aura ""go"" ina upasargoM ke upayoga meM jApAnI loga bhI galatIyA.N karate haiM|"
unheM gAnA AtA hai|
unhoMne apane sira uThAeM|
Taॉma apane samAja meM kAryakartA hai|
braiDa piTa abhinetA haiM|
mairI ke DAkTara ne use vyAyAma karane kI salAha dI|
kuCha loga maka.DIyoM se Darate haiM|
mujhe sunAI nahIM diyA|
maiMne vaha nahIM sunA|
Taॉma paryAvaraNa saMrakShaNa ejeMsI ke liye kAma karatA hai|
kaI desha kRRiShi para nirbhara karate haiM|
kailiphorniyA meM kRRiShi eka mahattvapUrNa udyoga hai|
gubbAre meM havA bharI hai|
Taॉma ko hameshA se hI vAyu senA meM bharatI honA thA|
yaha kairI aMDaravUDa kA sabase nayA alabama hai|
maiMne apanA sArA kAma jaldI kha़tama kara diyA|
mairI ne apanA pUrA vaka़ta kAma karane meM bitA diyA|
Taॉma shukravAra kI rAta akelA thA|
vaha kArakhAnA golAbArUda utpAdita karatA hai|
kyA tumheM prAchIna itihAsa pasaMda hai?
kyA Apako prAchIna itihAsa pasaMda hai?
krodha para niyaMtraNa pAnA mushkila hotA hai|
tumhArA javAba kyA hai?
ApakA javAba kyA hai?
unhoMne eka nyAyAdhIsha niyukta kiyA|
ve 9 julAI ko nayI dillI pahu.NcheM|
safeda geMda kA vaja़na lAla geMda jitanA hI hai|
nIla ArmasTrAMga chAMda para chalane vAlA pahalA aMtarikSha yAtrI thA|
paramANu sabhI meM hote haiM|
paramANu ko sabase pahalI bAra vibhAjita kisane kiyA?
kala rAta eka maja़dUra para hamalA huA thA|
sainikoM ne apanA hamalA shurU kiyA|
bIsa loga pArTI meM hAjira the|
Taॉma ke pAsa eka bahuta purAnI moTara hai|
hama usase dasa minaTa dUra rahate haiM|
hama unase dasa minaTa dUra rahate haiM|
Taॉma ne apane paise baiMka meM DAla diye|
kyA Apa apane paise baiMka meM rakhate haiM?
kyA tuma apane paise kisI baiMka meM rakhate ho?
kyA tuma apane paise kisI baiMka meM rakhatI ho?
suMdaratA ke kaI udAharaNa hote haiM|
suMdaratA ke kaI udAharaNa haiM|
hamAre pAsa do bistaroM ke liye jagaha hai|
turkI usmAnI sAmrAjya kA vArisa hai|
aura eka sAmrAjya naShTa hone vAlA hai|
inakA sAmrAjya kI sarakAra saba kuCha niyaMtrita karatI thI|
vaha inakA sAmrAjya ke shAsaka the|
empAyara sTeTa bilDiMga kI U.NchAI kitanI hai?
baharIna 2002 meM rAjya banA|
isa rAjya ko eka naye rAjA kI ja़rUrata hai|
saMyukta rAjya kI rAjadhAnI laMdana hai|
"bhAratIya loga apane desha ko kaI nAmoM se jAnate haiM: saMskRRita se AyA huA ""bhArata"" phArasI se AyA huA ""hiMdustAna"" aura aMgreja़I se AyA huA ""iMDiyA""|"
Taॉma ThIka nahIM hai|
maiM Aja ऑnalAIna hU.N|
kAbula afagAnistAna kI rAjadhAnI hai|
vahA.N eka billI hai|
vahA.N eka billA hai|
yuddha kI saMbhAvanA hai|
Taॉma haThI thA|
maiMne merA kaimarA to lAyA hI hai|
tuma laMdana meM ho?
Apa laMdana meM haiM?
mujhe to ve saba eka jaise lagate haiM|
mujhe ve saba eka jaise dikhate haiM|
niyama kra. 72 mata bhUlanA.
tuma tumhAre pApA kI taraha dikhatI ho|
tuma tumhAre pApA kI taraha dikhate ho|
maiMne usakA dila to.DA|
Taॉma ne mairI ko daravAja़e ke bAhara Dhakela diyA|
Taॉma ne mairI ko daravAja़e ke bAhara DhakelA|
tuma mArikA se kahA.N mile?
tuma mArikA se kahA.N milI?
vikAsashIla deshoM meM janasaMkhyA vRRiddhI bahuta tIvra hotI hai|
Taॉma vaha nahIM khAegA|
apane Apa ko jAnanA bahuta mushkila hotA hai|
vaha jaMgalI jAnavaroM ke bAre meM bahuta kuCha jAnatA hai|
